show_id,title,type,release_year,date_added_parsed,year_added,month_added,rating,duration,duration_int,duration_type,country,director,listed_in,date_added
s2241,The Players,Movie,2020,2020-07-15,2020,7,TV-MA,89 min,89,minutes,Italy,Stefano Mordini,"Comedies, International Movies",7/15/2020
s2253,Your Excellency,Movie,2019,2020-07-10,2020,7,TV-G,120 min,120,minutes,Not Given,Funke Akindele,"Comedies, International Movies",7/10/2020
s2243,Urzila Carlson: Overqualified Loser,Movie,2020,2020-07-14,2020,7,TV-MA,62 min,62,minutes,Australia,Hayden Guppy,Stand-Up Comedy,7/14/2020
s2244,We Are One,Movie,2020,2020-07-14,2020,7,TV-MA,86 min,86,minutes,France,Stéphane de Freitas,"Documentaries, International Movies, Music & Musicals",7/14/2020
s2245,Hole in the Wall,Movie,2016,2020-07-11,2020,7,TV-MA,104 min,104,minutes,South Africa,"André Odendaal, Johan Vorster","Dramas, International Movies",7/11/2020
s2246,Dating Around: Brazil,TV Show,2020,2020-07-10,2020,7,TV-14,1 Season,1,seasons,Brazil,Cassia Dian,"International TV Shows, Reality TV, Romantic TV Shows",7/10/2020
s2248,Mama's Boy,Movie,2018,2020-07-10,2020,7,TV-14,101 min,101,minutes,Egypt,Amro Salah,"Comedies, International Movies",7/10/2020
s2249,The Claudia Kishi Club,Movie,2020,2020-07-10,2020,7,TV-14,17 min,17,minutes,United States,Sue Ding,Documentaries,7/10/2020
s2251,The Old Guard,Movie,2020,2020-07-10,2020,7,R,126 min,126,minutes,United States,Gina Prince-Bythewood,Action & Adventure,7/10/2020
s2252,The Twelve,TV Show,2019,2020-07-10,2020,7,TV-MA,1 Season,1,seasons,Belgium,Wouter Bouvijn,"Crime TV Shows, International TV Shows, TV Dramas",7/10/2020
s2257,Born Racer,Movie,2018,2020-07-08,2020,7,R,89 min,89,minutes,New Zealand,Bryn Evans,"Documentaries, Sports Movies",7/8/2020
s2258,Mucho Mucho Amor: The Legend of Walter Mercado,Movie,2020,2020-07-08,2020,7,TV-14,96 min,96,minutes,United States,"Cristina Costantini, Kareem Tabsch","Documentaries, LGBTQ Movies",7/8/2020
s2260,The Long Dumb Road,Movie,2018,2020-07-08,2020,7,R,91 min,91,minutes,United States,Hannah Fidell,"Comedies, Independent Movies",7/8/2020
s2261,Dr. Seuss' The Lorax,Movie,2012,2020-07-07,2020,7,PG,86 min,86,minutes,United States,"Chris Renaud, Kyle Balda",Children & Family Movies,7/7/2020
s2263,A Kid from Coney Island,Movie,2019,2020-07-06,2020,7,TV-MA,89 min,89,minutes,United States,"Coodie, Chike","Documentaries, Sports Movies",7/6/2020
s2265,Aiyyaa,Movie,2012,2020-07-05,2020,7,TV-14,151 min,151,minutes,India,Sachin Kundalkar,"Comedies, International Movies, Music & Musicals",7/5/2020
s2266,Bbuddah Hoga Terra Baap,Movie,2011,2020-07-05,2020,7,TV-14,116 min,116,minutes,India,Puri Jagannadh,"Action & Adventure, Comedies, Dramas",7/5/2020
s2267,Blood Money,Movie,2012,2020-07-05,2020,7,TV-14,110 min,110,minutes,India,Vishal Mahadkar,"Dramas, International Movies, Romantic Movies",7/5/2020
s2268,Bombay Talkies,Movie,2013,2020-07-05,2020,7,TV-MA,123 min,123,minutes,India,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Dramas, International Movies",7/5/2020
s2269,Boss,Movie,2013,2020-07-05,2020,7,TV-14,139 min,139,minutes,India,Anthony D'Souza,"Action & Adventure, Comedies, Dramas",7/5/2020
s2270,Budhia Singh: Born to Run,Movie,2016,2020-07-05,2020,7,TV-MA,95 min,95,minutes,India,Soumendra Padhi,"Dramas, Independent Movies, International Movies",7/5/2020
s2271,Chashme Baddoor,Movie,2013,2020-07-05,2020,7,TV-14,121 min,121,minutes,India,David Dhawan,"Comedies, International Movies, Music & Musicals",7/5/2020
s2272,Dharam Sankat Mein,Movie,2015,2020-07-05,2020,7,TV-PG,127 min,127,minutes,India,Fuwad Khan,"Comedies, Dramas, International Movies",7/5/2020
s2273,Drishyam,Movie,2015,2020-07-05,2020,7,TV-14,162 min,162,minutes,India,Nishikant Kamat,"Dramas, International Movies, Thrillers",7/5/2020
s2274,Gabbar Is Back,Movie,2015,2020-07-05,2020,7,TV-14,128 min,128,minutes,India,Krish,"Action & Adventure, Dramas, International Movies",7/5/2020
s2275,Gollu Aur Pappu,Movie,2014,2020-07-05,2020,7,TV-14,112 min,112,minutes,India,Kabir Sadanand,"Action & Adventure, Comedies, International Movies",7/5/2020
s2276,Hook,TV Show,2020,2020-07-05,2020,7,TV-MA,1 Season,1,seasons,Thailand,Rachit Kusonkoonsiri,"International TV Shows, Romantic TV Shows, TV Comedies",7/5/2020
s2277,Inkaar,Movie,2013,2020-07-05,2020,7,TV-MA,125 min,125,minutes,India,Sudhir Mishra,"Dramas, International Movies, Romantic Movies",7/5/2020
s2278,Madras Café,Movie,2013,2020-07-05,2020,7,TV-14,128 min,128,minutes,India,Shoojit Sircar,"Dramas, International Movies, Thrillers",7/5/2020
s2279,Mary Kom,Movie,2014,2020-07-05,2020,7,TV-PG,120 min,120,minutes,India,Omung Kumar,"Dramas, International Movies, Sports Movies",7/5/2020
s2262,Jim Jefferies: Intolerant,Movie,2020,2020-07-07,2020,7,TV-MA,67 min,67,minutes,United States,Scott Zabielski,Stand-Up Comedy,7/7/2020
s2264,PNL - Dans la légende tour,Movie,2020,2020-07-06,2020,7,TV-MA,65 min,65,minutes,Not Given,QLF,"International Movies, Music & Musicals",7/6/2020
s2280,Michael,Movie,2011,2020-07-05,2020,7,TV-MA,86 min,86,minutes,India,Ribhu Dasgupta,"Dramas, Independent Movies, International Movies",7/5/2020
s2281,Mumbai Delhi Mumbai,Movie,2014,2020-07-05,2020,7,TV-MA,107 min,107,minutes,India,Satish Rajwade,"Comedies, International Movies, Romantic Movies",7/5/2020
s2282,Oh My God,Movie,2012,2020-07-05,2020,7,TV-PG,129 min,129,minutes,India,Umesh Shukla,"Comedies, Dramas, International Movies",7/5/2020
s2283,One by Two,Movie,2014,2020-07-05,2020,7,TV-14,135 min,135,minutes,India,Devika Bhagat,"Comedies, Dramas, International Movies",7/5/2020
s2284,Only,Movie,2019,2020-07-05,2020,7,TV-MA,97 min,97,minutes,United States,Takashi Doscher,"Dramas, Independent Movies, Romantic Movies",7/5/2020
s2285,Penalty,Movie,2019,2020-07-05,2020,7,TV-14,125 min,125,minutes,India,Shubham Singh,"Dramas, Independent Movies, International Movies",7/5/2020
s2286,Players,Movie,2012,2020-07-05,2020,7,TV-14,162 min,162,minutes,India,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Action & Adventure, International Movies",7/5/2020
s2287,Pyaar Ka Punchnama 2,Movie,2015,2020-07-05,2020,7,TV-MA,136 min,136,minutes,India,Luv Ranjan,"Comedies, Dramas, International Movies",7/5/2020
s2288,Queen,Movie,2014,2020-07-05,2020,7,TV-MA,138 min,138,minutes,India,Vikas Bahl,"Comedies, Dramas, International Movies",7/5/2020
s2289,Shaitan,Movie,2011,2020-07-05,2020,7,TV-MA,126 min,126,minutes,India,Bejoy Nambiar,"Action & Adventure, Dramas, Independent Movies",7/5/2020
s2290,Special 26,Movie,2013,2020-07-05,2020,7,TV-PG,137 min,137,minutes,India,Neeraj Pandey,"Dramas, International Movies, Thrillers",7/5/2020
s2291,Tanu Weds Manu,Movie,2011,2020-07-05,2020,7,TV-14,114 min,114,minutes,India,Aanand Rai,"Comedies, Dramas, International Movies",7/5/2020
s2292,What the Fish,Movie,2013,2020-07-05,2020,7,TV-14,96 min,96,minutes,India,Gurmmeet Singh,"Comedies, International Movies",7/5/2020
s2295,Desperados,Movie,2020,2020-07-03,2020,7,TV-MA,107 min,107,minutes,United States,LP,"Comedies, Romantic Movies",7/3/2020
s2296,Hunter in the Blue Side of Manchester,Movie,2020,2020-07-03,2020,7,TV-MA,89 min,89,minutes,Indonesia,Rako Prijanto,"Dramas, International Movies",7/3/2020
s2297,I Am Not Your Negro,Movie,2017,2020-07-03,2020,7,PG-13,94 min,94,minutes,Switzerland,Raoul Peck,Documentaries,7/3/2020
s2398,Jo Koy: In His Elements,Movie,2020,2020-06-12,2020,6,TV-MA,55 min,55,minutes,United States,Michael McKay,Stand-Up Comedy,6/12/2020
s2301,The Perfect Picture: Ten Years Later,Movie,2019,2020-07-03,2020,7,TV-MA,148 min,148,minutes,Ghana,Shirley Frimpong-Manso,"Comedies, Dramas, International Movies",7/3/2020
s2303,Thiago Ventura: POKAS,Movie,2020,2020-07-02,2020,7,TV-MA,82 min,82,minutes,Brazil,"Fabio Ock, Joana Mazzucchelli",Stand-Up Comedy,7/2/2020
s2305,#AnneFrank - Parallel Stories,Movie,2019,2020-07-01,2020,7,TV-14,95 min,95,minutes,Italy,"Sabina Fedeli, Anna Migotto","Documentaries, International Movies",7/1/2020
s2308,Abby Hatcher,TV Show,2019,2020-07-01,2020,7,TV-Y,1 Season,1,seasons,United States,Kyran Kelly,Kids' TV,7/1/2020
s2309,Adú,Movie,2020,2020-07-01,2020,7,TV-MA,120 min,120,minutes,Spain,Salvador Calvo,"Dramas, International Movies",7/1/2020
s2310,Ali Baba ve 7 Cüceler,Movie,2015,2020-07-01,2020,7,TV-MA,115 min,115,minutes,Turkey,Cem Yılmaz,"Action & Adventure, Comedies, International Movies",7/1/2020
s2311,David Foster: Off the Record,Movie,2019,2020-07-01,2020,7,TV-MA,107 min,107,minutes,Canada,Barry Avrich,"Documentaries, Music & Musicals",7/1/2020
s2312,Double Jeopardy,Movie,1999,2020-07-01,2020,7,R,105 min,105,minutes,United States,Bruce Beresford,Thrillers,7/1/2020
s2313,Pek Yakında,Movie,2014,2020-07-01,2020,7,TV-MA,134 min,134,minutes,Turkey,Cem Yılmaz,"Comedies, International Movies",7/1/2020
s2315,Stardust,Movie,2007,2020-07-01,2020,7,PG-13,128 min,128,minutes,United Kingdom,Matthew Vaughn,"Action & Adventure, International Movies, Romantic Movies",7/1/2020
s2316,The F**k-It List,Movie,2019,2020-07-01,2020,7,TV-MA,103 min,103,minutes,United States,Michael Duggan,Comedies,7/1/2020
s2317,The Silence of Others,Movie,2019,2020-07-01,2020,7,TV-14,96 min,96,minutes,Spain,"Almudena Carracedo, Robert Bahar","Documentaries, International Movies",7/1/2020
s2318,Total Recall,Movie,1990,2020-07-01,2020,7,R,114 min,114,minutes,United States,Paul Verhoeven,"Action & Adventure, Sci-Fi & Fantasy",7/1/2020
s2320,Under the Riccione Sun,Movie,2020,2020-07-01,2020,7,TV-MA,102 min,102,minutes,Italy,Younuts!,"Comedies, International Movies, Romantic Movies",7/1/2020
s2327,Thackeray (Marathi),Movie,2019,2020-06-28,2020,6,TV-14,135 min,135,minutes,India,Abhijit Panse,"Dramas, International Movies",6/28/2020
s2322,George Lopez: We'll Do It For Half,Movie,2020,2020-06-30,2020,6,TV-MA,52 min,52,minutes,United States,Troy Miller,Stand-Up Comedy,6/30/2020
s2324,The Mirror Boy,Movie,2011,2020-06-30,2020,6,TV-14,86 min,86,minutes,United Kingdom,Obi Emelonye,"Action & Adventure, Dramas, International Movies",6/30/2020
s2325,#FriendButMarried 2,Movie,2020,2020-06-28,2020,6,TV-G,104 min,104,minutes,Indonesia,Rako Prijanto,"Dramas, International Movies, Romantic Movies",6/28/2020
s2326,Skin,Movie,2019,2020-06-28,2020,6,TV-MA,76 min,76,minutes,Nigeria,Daniel Effiong,"Documentaries, International Movies",6/28/2020
s2329,Ride Like a Girl,Movie,2020,2020-06-27,2020,6,PG,99 min,99,minutes,Australia,Rachel Griffiths,"Children & Family Movies, Dramas, Independent Movies",6/27/2020
s2331,Eurovision Song Contest: The Story of Fire Saga,Movie,2020,2020-06-26,2020,6,PG-13,124 min,124,minutes,United States,David Dobkin,"Comedies, Music & Musicals, Romantic Movies",6/26/2020
s2333,Kasanova,Movie,2019,2020-06-26,2020,6,TV-14,117 min,117,minutes,Nigeria,Oluseyi Asurf,"Comedies, International Movies, Romantic Movies",6/26/2020
s2334,Ordinary People,Movie,2016,2020-06-26,2020,6,TV-MA,107 min,107,minutes,Philippines,Eduardo Roy Jr.,"Dramas, Independent Movies, International Movies",6/26/2020
s2337,Thackeray (Hindi),Movie,2019,2020-06-26,2020,6,TV-14,135 min,135,minutes,India,Abhijit Panse,"Dramas, International Movies",6/26/2020
s2339,Krishna and His Leela,Movie,2020,2020-06-25,2020,6,TV-MA,126 min,126,minutes,India,Ravikanth Perepu,"International Movies, Romantic Movies",6/25/2020
s2340,Prem Ratan Dhan Payo,Movie,2015,2020-06-25,2020,6,TV-14,164 min,164,minutes,India,Sooraj R. Barjatya,"Action & Adventure, Dramas, International Movies",6/25/2020
s2341,Vivah,Movie,2006,2020-06-25,2020,6,TV-14,166 min,166,minutes,India,Sooraj R. Barjatya,"Dramas, International Movies, Romantic Movies",6/25/2020
s2342,Athlete A,Movie,2020,2020-06-24,2020,6,PG-13,104 min,104,minutes,United States,"Bonni Cohen, Jon Shenk","Documentaries, Sports Movies",6/24/2020
s2343,Bulbbul,Movie,2020,2020-06-24,2020,6,TV-MA,94 min,94,minutes,India,Anvita Dutt,"Horror Movies, International Movies",6/24/2020
s2345,Nobody Knows I'm Here,Movie,2020,2020-06-24,2020,6,TV-MA,92 min,92,minutes,Chile,Gaspar Antillo,"Dramas, Independent Movies, International Movies",6/24/2020
s2346,Eric Andre: Legalize Everything,Movie,2020,2020-06-23,2020,6,TV-MA,52 min,52,minutes,United States,Eric Notarnicola,Stand-Up Comedy,6/23/2020
s2348,Kappela,Movie,2020,2020-06-22,2020,6,TV-14,112 min,112,minutes,India,Musthafa,"Dramas, Independent Movies, International Movies",6/22/2020
s2349,The Royal Hibiscus Hotel,Movie,2017,2020-06-22,2020,6,TV-PG,90 min,90,minutes,Nigeria,Ishaya Bako,"Comedies, International Movies, Romantic Movies",6/22/2020
s2351,Woodshock,Movie,2017,2020-06-21,2020,6,R,101 min,101,minutes,United States,"Kate Mulleavy, Laura Mulleavy","Dramas, Independent Movies, Thrillers",6/21/2020
s2352,Elevator Baby,Movie,2019,2020-06-20,2020,6,TV-MA,84 min,84,minutes,Nigeria,Akhigbe Ilozobhie,"Dramas, International Movies",6/20/2020
s2354,Chaman Bahaar,Movie,2020,2020-06-19,2020,6,TV-MA,112 min,112,minutes,India,Apurva Dhar Badgaiyann,"Comedies, Dramas, International Movies",6/19/2020
s2355,Destiny,Movie,1997,2020-06-19,2020,6,TV-14,136 min,136,minutes,Egypt,Youssef Chahine,"Dramas, International Movies",6/19/2020
s2357,Feel the Beat,Movie,2020,2020-06-19,2020,6,TV-G,110 min,110,minutes,United States,Elissa Down,"Children & Family Movies, Comedies, Dramas",6/19/2020
s2359,Lost Bullet,Movie,2020,2020-06-19,2020,6,TV-MA,93 min,93,minutes,France,Guillaume Pierret,"Action & Adventure, Dramas, International Movies",6/19/2020
s2371,El límite infinito,Movie,2020,2020-06-18,2020,6,TV-PG,48 min,48,minutes,Not Given,Pablo Aulita,"Documentaries, International Movies, Sports Movies",6/18/2020
s2361,One-Way to Tomorrow,Movie,2020,2020-06-19,2020,6,TV-MA,90 min,90,minutes,Turkey,Ozan Açıktan,"Dramas, International Movies, Romantic Movies",6/19/2020
s2362,The Emigrant,Movie,1994,2020-06-19,2020,6,TV-14,130 min,130,minutes,Egypt,Youssef Chahine,"Dramas, International Movies",6/19/2020
s2364,Wasp Network,Movie,2020,2020-06-19,2020,6,TV-MA,128 min,128,minutes,France,Olivier Assayas,"Dramas, International Movies, Thrillers",6/19/2020
s2365,A Whisker Away,Movie,2020,2020-06-18,2020,6,TV-PG,104 min,104,minutes,Japan,"Junichi Sato, Tomotaka Shibayama","Anime Features, Children & Family Movies, International Movies",6/18/2020
s2366,Alexandria ... Why?,Movie,1979,2020-06-18,2020,6,TV-MA,131 min,131,minutes,Egypt,Youssef Chahine,"Classic Movies, Dramas, International Movies",6/18/2020
s2367,Alexandria: Again and Forever,Movie,1989,2020-06-18,2020,6,TV-MA,109 min,109,minutes,Egypt,Youssef Chahine,"Classic Movies, Dramas, International Movies",6/18/2020
s2368,An Egyptian Story,Movie,1982,2020-06-18,2020,6,TV-MA,129 min,129,minutes,Egypt,Youssef Chahine,"Classic Movies, Dramas, Independent Movies",6/18/2020
s2369,Cairo Station,Movie,1958,2020-06-18,2020,6,TV-14,73 min,73,minutes,Egypt,Youssef Chahine,"Classic Movies, Dramas, International Movies",6/18/2020
s2370,Dark Waters,Movie,1956,2020-06-18,2020,6,TV-14,104 min,104,minutes,Egypt,Youssef Chahine,"Classic Movies, Dramas, International Movies",6/18/2020
s2372,Lola Igna,Movie,2019,2020-06-18,2020,6,TV-14,114 min,114,minutes,Philippines,Eduardo Roy Jr.,"Comedies, International Movies",6/18/2020
s2373,One Take,Movie,2020,2020-06-18,2020,6,TV-G,86 min,86,minutes,Thailand,Manatsanun Phanlerdwongsakul,"Documentaries, International Movies, Music & Musicals",6/18/2020
s2374,Saladin,Movie,1963,2020-06-18,2020,6,TV-MA,194 min,194,minutes,Egypt,Youssef Chahine,"Action & Adventure, Classic Movies, Dramas",6/18/2020
s2375,Stray Bullet,Movie,2010,2020-06-18,2020,6,TV-MA,76 min,76,minutes,Lebanon,Georges Hachem,"Dramas, International Movies, Romantic Movies",6/18/2020
s2376,The Blazing Sun,Movie,1954,2020-06-18,2020,6,TV-14,116 min,116,minutes,Egypt,Youssef Chahine,"Classic Movies, Dramas, International Movies",6/18/2020
s2377,The Land,Movie,1970,2020-06-18,2020,6,TV-MA,130 min,130,minutes,Egypt,Youssef Chahine,"Classic Movies, Dramas, International Movies",6/18/2020
s2378,The Nut Job,Movie,2014,2020-06-18,2020,6,PG,85 min,85,minutes,Canada,Peter Lepeniotis,"Children & Family Movies, Comedies",6/18/2020
s4654,City of Joy,Movie,2018,2018-09-07,2018,9,TV-MA,77 min,77,minutes,United States,Madeleine Gavin,Documentaries,9/7/2018
s2380,An Evening with Beverly Luff Linn,Movie,2018,2020-06-17,2020,6,R,108 min,108,minutes,United Kingdom,Jim Hosking,"Comedies, Independent Movies",6/17/2020
s2381,Riding Faith,Movie,2020,2020-06-17,2020,6,TV-PG,81 min,81,minutes,United States,Paco Aguilar,"Children & Family Movies, Dramas, Faith & Spirituality",6/17/2020
s2382,Last Flight to Abuja,Movie,2012,2020-06-16,2020,6,TV-14,76 min,76,minutes,Nigeria,Obi Emelonye,"Dramas, International Movies",6/16/2020
s2383,The Darkness,Movie,2016,2020-06-16,2020,6,PG-13,92 min,92,minutes,United States,Greg McLean,"Horror Movies, Thrillers",6/16/2020
s2386,Underdogs,Movie,2013,2020-06-15,2020,6,PG,85 min,85,minutes,Argentina,Juan José Campanella,"Children & Family Movies, Sports Movies",6/15/2020
s2387,Wira,Movie,2019,2020-06-15,2020,6,TV-14,108 min,108,minutes,Malaysia,Adrian Teh,"Action & Adventure, Dramas, International Movies",6/15/2020
s2388,4th Republic,Movie,2019,2020-06-13,2020,6,TV-MA,120 min,120,minutes,Nigeria,Ishaya Bako,"Dramas, International Movies, Thrillers",6/13/2020
s2390,Asura Guru,Movie,2020,2020-06-13,2020,6,TV-14,117 min,117,minutes,India,A. Raajdheep,"Dramas, International Movies",6/13/2020
s2392,Milea,Movie,2020,2020-06-13,2020,6,TV-14,100 min,100,minutes,Indonesia,"Fajar Bustomi, Pidi Baiq","Dramas, International Movies, Romantic Movies",6/13/2020
s2393,Axone,Movie,2020,2020-06-12,2020,6,TV-MA,101 min,101,minutes,India,Nicholas Kharkongor,"Comedies, Dramas, Independent Movies",6/12/2020
s2394,Da 5 Bloods,Movie,2020,2020-06-12,2020,6,R,156 min,156,minutes,United States,Spike Lee,"Action & Adventure, Dramas",6/12/2020
s2399,Okko's Inn,Movie,2018,2020-06-12,2020,6,PG,96 min,96,minutes,Japan,Kitaro Kosaka,"Anime Features, Children & Family Movies",6/12/2020
s2403,From A to B,Movie,2014,2020-06-11,2020,6,TV-MA,104 min,104,minutes,United Arab Emirates,Ali F. Mostafa,"Comedies, Dramas, International Movies",6/11/2020
s2404,Menahi,Movie,2008,2020-06-11,2020,6,TV-14,101 min,101,minutes,Saudi Arabia,Ayman Makram,"Comedies, International Movies",6/11/2020
s2406,DC's Legends of Tomorrow,TV Show,2020,2020-06-10,2020,6,TV-14,5 Seasons,5,seasons,United States,Rob Seidenglanz,"TV Action & Adventure, TV Sci-Fi & Fantasy",6/10/2020
s2408,Middle Men,Movie,2009,2020-06-10,2020,6,R,113 min,113,minutes,United States,George Gallo,"Comedies, Dramas, Independent Movies",6/10/2020
s2411,The Witch: Part 1 - The Subversion,Movie,2018,2020-06-10,2020,6,TV-MA,126 min,126,minutes,South Korea,Park Hoon-jung,"Action & Adventure, International Movies, Sci-Fi & Fantasy",6/10/2020
s2412,Before I Fall,Movie,2017,2020-06-08,2020,6,PG-13,98 min,98,minutes,United States,Ry Russo-Young,"Dramas, Romantic Movies",6/8/2020
s2413,365 Days,Movie,2020,2020-06-07,2020,6,TV-MA,114 min,114,minutes,Poland,"Barbara Białowąs, Tomasz Mandes","Dramas, International Movies, Romantic Movies",6/7/2020
s2414,Forensic,Movie,2020,2020-06-07,2020,6,TV-14,132 min,132,minutes,India,"Akhil Paul, Anas Khan","International Movies, Thrillers",6/7/2020
s2415,Project Papa,Movie,2018,2020-06-07,2020,6,TV-14,92 min,92,minutes,India,Kanika Batra,"Dramas, Independent Movies, International Movies",6/7/2020
s2417,The Night Clerk,Movie,2020,2020-06-06,2020,6,R,90 min,90,minutes,United States,Michael Cristofer,"Dramas, Independent Movies",6/6/2020
s2419,Before the Summer Crowds,Movie,2016,2020-06-05,2020,6,TV-14,86 min,86,minutes,Egypt,Mohamed Khan,"Dramas, International Movies",6/5/2020
s2420,Big Stone Gap,Movie,2014,2020-06-05,2020,6,PG-13,103 min,103,minutes,United States,Adriana Trigiani,"Comedies, Romantic Movies",6/5/2020
s2421,Choked: Paisa Bolta Hai,Movie,2020,2020-06-05,2020,6,TV-14,114 min,114,minutes,India,Anurag Kashyap,"Dramas, International Movies",6/5/2020
s2422,Merry Men 2: Another Mission,Movie,2019,2020-06-05,2020,6,TV-MA,115 min,115,minutes,Nigeria,Moses Inwang,"Comedies, International Movies",6/5/2020
s2424,Supernatural,TV Show,2019,2020-06-05,2020,6,TV-14,15 Seasons,15,seasons,United States,Phil Sgriccia,"Classic & Cult TV, TV Action & Adventure, TV Horror",6/5/2020
s2425,The Last Days of American Crime,Movie,2020,2020-06-05,2020,6,TV-MA,149 min,149,minutes,United States,Olivier Megaton,"Action & Adventure, Dramas, Independent Movies",6/5/2020
